ip,hostname,app,businesses,dev,own
172.19.16.178,cmfec-prod-file001,cmfec-core-file,基金-母公司电商,tanzj&liugr&xiegb&yanyn,wangy2&zhaolh
172.19.16.180,cmfec-prod-ecwxgw002,cmfec-gw-wxgw,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.16.179,cmfec-prod-ecwxgw001,cmfec-gw-wxgw,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.18.0.121,rtdb01,生产数据库备份有效性验证用,生产环境ORACLE数据库,,xieys&liup1
172.18.0.66,access-control-,Citrix&迈斯门禁,基金-虚拟应用发布平台&门禁系统,lijl2&lixk,lijl2&lixk
192.168.5.85,shterm-bc,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.18.7.223,gpusrvinner01,基金-机器学习SOPHON应用,基金-机器学习系统,zhuyy,zhuyy
192.168.127.32,gpusrvinner02,基金-机器学习SOPHON应用,基金-机器学习系统,zhuyy,zhuyy
172.19.28.26,cmfec-prod-innergw-nginx002,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.25,cmfec-prod-innergw-nginx001,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.28,cmfec-prod-tpweb-nginx002,cmfecthird(tpweb)-prod,基金-母公司电商,xiegb,zhaolh
172.19.28.27,cmfec-prod-tpweb-nginx001,cmfecthird(tpweb)-prod,基金-母公司电商,xiegb,zhaolh
172.19.28.31,cmfec-prod-cmfh5-nginx001,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.28.32,cmfec-prod-cmfh5-nginx002,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.28.34,cmfec-prod-shorturl-nginx002,cmfec-web-shorturl,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.33,cmfec-prod-shorturl-nginx001,cmfec-web-shorturl,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.29,cmfec-prod-ecweb-nginx001,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
172.19.28.30,cmfec-prod-ecweb-nginx002,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
172.19.28.40,cmfec-prod-commonweb-nginx002,cmfec-bff-commonweb,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.39,cmfec-prod-commonweb-nginx001,cmfec-bff-commonweb,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.28.43,cmfec-prod-static-nginx001,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.28.44,cmfec-prod-static-nginx002,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.28.35,cmfec-prod-wxweb-nginx001,cmfec-bff-wxweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.28.36,cmfec-prod-wxweb-nginx002,cmfec-bff-wxweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.28.37,cmfec-prod-appweb-nginx001,cmfec-bff-appweb,基金-母公司电商,tanzj&xiegb&liyq&yanyn,zhaolh
172.19.28.38,cmfec-prod-appweb-nginx002,cmfec-bff-appweb,基金-母公司电商,tanzj&xiegb&liyq&yanyn,zhaolh
172.19.28.41,cmfec-prod-entweb-nginx001,cmfec-web-entweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.28.42,cmfec-prod-entweb-nginx002,cmfec-web-entweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.18.9.94,cmwa-fisp02,财富-场外交易系统FISP网关,财富-场外交易系统(多元),zhangsk&qiucw,wangy2
172.18.9.93,cmwa-fisp01,财富-场外交易系统FISP网关,财富-场外交易系统(多元),zhangsk&qiucw,wangy2
192.168.68.202,ezaccur03,华青融天安全运营管理平台（SOC）,安全运营管理平台,quankw,quankw
192.168.68.200,ezaccur01,华青融天安全运营管理平台（SOC）,安全运营管理平台,quankw,quankw
192.168.68.201,ezaccur02,华青融天安全运营管理平台（SOC）,安全运营管理平台,quankw,quankw
172.18.7.10,acloudgpusrvm001,玄武IaaS,玄武iaas平台,wangy2,wangy2
192.168.27.88,CRS-Patment-Fro,后羿TA-TA资金清算WEB应用,基金-后羿TA资金清算系统,yangxb,ling
192.168.27.85,CRS-Patment-Fro,后羿TA-TA资金清算WEB应用,基金-后羿TA资金清算系统,yangxb,ling
192.168.27.87,CRS-Patment-Fro,后羿TA-TA资金清算WEB应用,基金-后羿TA资金清算系统,yangxb,ling
192.168.27.86,CRS-Patment-Fro,后羿TA-TA资金清算WEB应用,基金-后羿TA资金清算系统,yangxb,ling
192.168.27.84,CRS-Patment-Fro,后羿TA-TA资金清算WEB应用,基金-后羿TA资金清算系统,yangxb,ling
192.168.27.101,FCS01,文档在线预览,文档在线预览系统,gongyl1&xingxj,lijl2
192.168.27.104,FCS-redis02,文档在线预览,文档在线预览系统,gongyl1&xingxj,lijl2
192.168.27.102,FCS02,文档在线预览,文档在线预览系统,gongyl1&xingxj,lijl2
192.168.27.105,FCS-redis03,文档在线预览,文档在线预览系统,gongyl1&xingxj,lijl2
192.168.27.103,FCS-redis01,文档在线预览,文档在线预览系统,gongyl1&xingxj,lijl2
192.168.27.79,CMWA-tgy01,财富-场外交易系统指令同步,财富-场外交易系统(多元),qiucw,yangyn&wangy2
192.168.27.80,CMWA-tgy02,财富-场外交易系统指令同步,财富-场外交易系统(多元),qiucw,yangyn&wangy2
192.168.26.237,xxl-job-dispatc,风控绩效评估应用,基金-风控绩效评估系统,liudh,caiyg
172.18.8.141,c2class01,RCDB风控绩效评估系统新数据库&ANNDB卓沃信披系统数据库&FARMDB精细化运作管理系统数据库&CMFDWIAS数据库&DATAIDX数据库&XPDB数据库,生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库,huangzq,xieys&liup1
172.18.8.143,c2class02,RCDB风控绩效评估系统新数据库&ANNDB卓沃信披系统数据库&FARMDB精细化运作管理系统数据库&CMFDWIAS数据库&DATAIDX数据库&XPDB数据库,生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库,huangzq,xieys&liup1
172.18.8.145,c2class03,RCDB风控绩效评估系统新数据库&ANNDB卓沃信披系统数据库&FARMDB精细化运作管理系统数据库&CMFDWIAS数据库&DATAIDX数据库&XPDB数据库,生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库,huangzq,xieys&liup1
192.168.27.90,umstask-push02,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
192.168.27.89,umstask-push01,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
172.18.8.25,b1class03,IADB投资支持辅助系统数据库&HYZJQSDB数据库&POSITIONDB数据库,生产环境ORACLE数据库&生产环境ORACLE数据库&生产环境ORACLE数据库,xiah&kongwt,xieys&liup1
172.18.7.115,Data-App,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.140,HC-Algorithm-linux,恒生O32应用中间件,恒生O32应用中间件,liujy3&xukw&dengjl,liujy3&xukw&ex-qianzj&dengjl
172.18.9.138,HC-Algorithm-wi,恒生O32应用中间件,恒生O32应用中间件,liujy3&xukw&dengjl,liujy3&xukw&ex-qianzj&dengjl
172.18.9.139,HC-Algorithm-wi,恒生O32应用中间件,恒生O32应用中间件,liujy3&xukw&dengjl,liujy3&xukw&ex-qianzj&dengjl
192.168.4.200,sdata-proxy-4,统一监控平台,统一监控平台,caiyg,caiyg
192.168.22.27,wamap-nginx03,财富-多元投资平台门户nginx&财富-投资辅助nginx(沙箱),财富-多元投资平台门户&财富-多元投资管理平台,zhangsk&qiucw,yangyn&wangy2
172.18.9.119,IMS-kafka03,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.9.118,IMS-kafka02,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.9.117,IMS-kafka01,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.9.141,zzzl-kafka01,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.142,zzzl-kafka02,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.146,zzzl-front04,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.143,zzzl-front01,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.145,zzzl-front03,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.144,zzzl-front02,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.147,zzzl-kafka03,IDM-DCSM中债新一代直连,基金-IDM智能交割系统,huangchao&kongwt&guocw&xud,wangy2
172.18.9.148,data-order-app0,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.149,data-order-app0,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.151,cmwa-ims-im02,财富-场外指令管理服务,财富-场外交易系统(多元),zhangsk&qiucw,wangy2
172.18.9.150,cmwa-ims-im01,财富-场外指令管理服务,财富-场外交易系统(多元),zhangsk&qiucw,wangy2
192.168.27.92,umstask-migrate02,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
192.168.27.91,umstask-migrate01,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
172.18.7.177,infodb-int,资讯数据下载,基金-资讯数据下载,linpc,linpc
192.168.27.98,ETF-OPS-Monitor002,ETF运作管理,基金-聚升投研平台,guocw,wangy2&caiyg
192.168.27.97,ETF-OPS-Monitor01,ETF运作管理,基金-聚升投研平台,guocw,wangy2&caiyg
172.18.8.151,DB-Recover01,生产数据库备份有效性验证用,生产环境ORACLE数据库,,xieys&liup1
172.18.8.153,DB-Recover02,生产数据库备份有效性验证用,生产环境ORACLE数据库,,xieys&liup1
192.168.26.19,arthas-server,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
192.168.27.106,CRS-Patment-Fro,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.109,CRS-Patment-Fro,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.107,CRS-Patment-Fro,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.108,CRS-Patment-Fro,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.110,CRS-Patment-Fro,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.94,CBS-ERP-Front04,基金-CBS支付平台网关应用,基金-CBS支付平台,yangxb,wuys&ling
192.168.27.93,CBS-ERP-Front03,基金-CBS支付平台网关应用,基金-CBS支付平台,yangxb,wuys&ling
172.18.9.182,Navigator-Mysql02,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.181,Navigator-Mysql01,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.6.57,XNCenter03,风控绩效评估应用,基金-风控绩效评估系统,liudh,caiyg
172.18.9.130,hadoop20.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.131,hadoop21.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.132,hadoop22.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.133,hadoop23.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.134,hadoop24.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.135,hadoop25.bdp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.129,Data-app04,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.127,Data-app02,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.128,Data-app03,基金-数据订阅应用,基金-北斗经营分析系统,zhuyy,zhuyy&wangy2
172.18.9.187,hrdb01,基金-人力资源管理,基金-人力资源管理系统,liujie,xieys&wangy2
172.18.9.188,hrdb02,基金-人力资源管理,基金-人力资源管理系统,liujie,xieys&wangy2
172.18.9.186,hs-tianjian-server02,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
172.18.9.185,hs-tianjian-server01,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
192.168.27.96,cmwa-its-enquiry02,财富-多元投资平台-交易管理web&财富-衍生品询价管理服务,财富-综合业务系统&财富-投资交易管理系统,zhangsk&yuanmg,yangyn&wangy2
192.168.27.95,cmwa-its-enquiry01,财富-多元投资平台-交易管理web&财富-衍生品询价管理服务,财富-综合业务系统&财富-投资交易管理系统,zhangsk&yuanmg,yangyn&wangy2
192.168.27.111,cmwa-sol-zcj01,财富-招财+合作信息管理后端服务,财富-招财+合作管理信息系统,zhangsk&yuanmg,yangyn&yuanmg
192.168.27.112,cmwa-sol-zcj02,财富-招财+合作信息管理后端服务,财富-招财+合作管理信息系统,zhangsk&yuanmg,yangyn&yuanmg
192.168.27.120,CBS-Front01,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.124,CBS-Front05,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.123,CBS-Front04,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.128,CBS-Front09,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.127,CBS-Front08,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.126,CBS-Front07,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.125,CBS-Front06,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.122,CBS-Front03,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.27.121,CBS-Front02,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.22.24,umstask-nginx06,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
192.168.22.23,umstask-nginx05,飞鸽umstask,飞鸽统一消息系统,gongyl1,lijl2&wangy2
192.168.27.129,RPA-Ops,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.19.16.54,cmfec-core-vip-iaas001,cmfec-core-vip,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.55,cmfec-core-vip-iaas002,cmfec-core-vip,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.1.51,cmfec-core-vip02,cmfec-core-vip,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.1.50,cmfec-core-vip01,cmfec-core-vip,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.18.7.66,crm-client02,CRM,基金-CRM系统,xiaox&yangshuo,ling
192.168.22.68,EC-Nginx-Pre106130,cmfecthird(tpweb)-prod,基金-母公司电商,xiegb,zhaolh
192.168.6.50,WIN-IBAOAIHC1DL,邮件归档,基金-邮件系统,lijl2,lijl2
192.168.224.148,dce-ext-prod-w12,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.147,dce-ext-prod-w11,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
172.19.16.28,acloudsrv049,电商iaas平台宿主机,玄武iaas平台,xiegb,wangy2
172.19.16.29,acloudsrv050,电商iaas平台宿主机,玄武iaas平台,xiegb,wangy2
172.19.16.30,acloudsrv051,电商iaas平台宿主机,玄武iaas平台,xiegb,wangy2
192.168.5.107,ezaccur06,青藤云HIDS,青藤云安全平台,quankw&yangyn,yangyn&caiyg
192.168.27.116,RPA-Trans02,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.27.115,RPA-Trans01,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.26.249,ec-signet-redis03,电子印章-主服务,电子印章管理系统,kongwt,wangy2
192.168.26.247,ec-signet-redis01,电子印章-主服务,电子印章管理系统,kongwt,wangy2
192.168.26.248,ec-signet-redis02,电子印章-主服务,电子印章管理系统,kongwt,wangy2
172.18.7.113,YHJ-RPA,恒生天鉴-服务器相关,基金-恒生天鉴,liujy3&xukw&dengjl,liujy3&dengjl
192.168.26.219,Print-Server02,打印服务器,基金-文印系统,lijl2,lijl2
192.168.27.118,HGZB-redis02,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.27.113,HGZB-Server01,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.27.119,HGZB-redis03,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.27.114,HGZB-Server02,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.27.117,HGZB-redis01,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
172.18.9.152,node01.rtp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.153,node02.rtp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.154,node03.rtp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.155,node04.rtp.cmfchina.com,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.191,ZBHG-DB02,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
172.18.9.190,ZBHG-DB01,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.27.132,GHTY-nginx,固收投研&固收投研-Python应用,基金-固收投研系统&基金-固收投研系统,xiaj&luoh&yangyi&liaoqw&fun,wangy2&caiyg
192.168.27.131,GHTY-python02,固收投研&固收投研-Python应用&固收投研-Python应用,基金-固收投研系统&基金-固收投研系统&基金-固收投研系统,xiaj&luoh&yangyi&liaoqw&fun,wangy2&caiyg
192.168.27.130,GHTY-python01,固收投研&固收投研-Python应用&固收投研-Python应用,基金-固收投研系统&基金-固收投研系统&基金-固收投研系统,xiaj&luoh&yangyi&liaoqw&fun,wangy2&caiyg
192.168.27.136,xp-server04,招告信息披露,基金-招告信披系统,huangwj,caiyg
192.168.27.135,xp-server03,招告信息披露,基金-招告信披系统,huangwj,caiyg
192.168.27.134,xp-server02,招告信息披露,基金-招告信披系统,huangwj,caiyg
192.168.27.133,xp-server01,招告信息披露,基金-招告信披系统,huangwj,caiyg
192.168.22.31,ZNHG-Nginx02,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
192.168.22.30,ZNHG-Nginx01,直播合规管理,直播合规管理系统,huangwj2&huangwj,caiyg
172.18.7.120,AC-Mysql,上网行为管理,基金-上网行为管理系统,lijl2,lijl2
172.18.9.171,tianjian-rpa05,恒生天鉴-服务器相关,基金-恒生天鉴,liujy3&xukw&dengjl,liujy3&dengjl
172.18.9.170,tianjian-rpa04,恒生天鉴-服务器相关,基金-恒生天鉴,liujy3&xukw&dengjl,liujy3&dengjl
192.168.7.185,RA-Server02,研究分析-RA,基金-聚升投研平台,kongwt&huxm&zhaoxf&ganq,wangy2
172.18.7.154,TSM-Trans,TSM数据备份,TSM备份系统,denglm&guopk,denglm&guopk
192.168.8.69,ZYT-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.27.138,cmwa-mesage02,财富-公共-消息服务,财富-公共系统,zuotc,yangyn&wangy2
192.168.27.137,cmwa-mesage01,财富-公共-消息服务,财富-公共系统,zuotc,yangyn&wangy2
192.168.26.214,ZYT-rpa02,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.19.16.89,cmfec-iaas01-tongdu-riskengine-app002,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.88,cmfec-iaas01-tongdu-riskengine-app001,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.90,cmfec-iaas01-tongdu-riskengine-areospike001,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.91,cmfec-iaas01-tongdu-riskengine-areospike002,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.94,cmfec-iaas01-tongdu-riskengine-middleware003,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.92,cmfec-iaas01-tongdu-riskengine-middleware001,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.93,cmfec-iaas01-tongdu-riskengine-middleware002,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.16.183,cmfec-iaas01-tongdu-riskengine-elasticsearch002,cmfec-tongdun-risksengine-app,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
